Frequency(Hz);Return Loss(dB);Phase(deg);Rs;SWR;Xs;|Z|;Theta
1000000;0,00;-3,18;0,0;?;-1802,8;1802,8;-90,0
3960512;0,00;-5,48;0,0;?;-1044,2;1044,2;-90,0
6921024;0,00;-7,63;0,0;?;-749,4;749,4;-90,0
9881536;0,00;-9,69;0,0;?;-589,8;589,8;-90,0
12842048;0,00;-11,77;0,0;?;-485,0;485,0;-90,0
15802560;0,00;-13,83;0,0;?;-412,3;412,3;-90,0
18763072;0,00;-16,00;0,0;?;-355,7;355,7;-90,0
21723584;0,00;-18,05;0,0;?;-314,9;314,9;-90,0
24684096;0,00;-20,37;0,0;?;-278,3;278,3;-90,0
27644608;0,00;-22,35;0,0;?;-253,1;253,1;-90,0
30605120;-0,01;-24,57;0,4;981,05;-229,7;229,7;-89,9
33565632;-0,02;-26,84;1,2;794,25;-209,5;209,5;-89,7
36526144;-0,03;-29,03;1,3;614,93;-193,1;193,1;-89,6
39486656;-0,04;-31,22;1,7;417,71;-178,9;178,9;-89,5
42447168;-0,05;-33,55;1,7;357,86;-165,8;165,9;-89,4
45407680;-0,06;-35,83;1,8;286,81;-154,6;154,7;-89,3
48368192;-0,06;-38,05;1,7;281,34;-145,0;145,0;-89,3
51328704;-0,06;-40,34;1,3;314,75;-136,1;136,1;-89,4
54289216;-0,06;-42,63;1,4;269,51;-128,1;128,1;-89,4
57249728;-0,05;-44,94;1,0;350,93;-120,9;120,9;-89,5
60210240;-0,05;-47,17;0,9;342,06;-114,5;114,5;-89,5
63170752;-0,04;-49,51;0,7;431,36;-108,4;108,4;-89,7
66131264;-0,03;-51,77;0,5;567,59;-103,0;103,0;-89,7
69091776;-0,02;-53,95;0,2;150,46;-98,2;98,2;-89,9
72052288;0,00;-56,26;0,0;?;-93,5;93,5;-90,0
75012800;0,00;-58,44;0,0;?;-89,4;89,4;-90,0
77973312;0,00;-60,66;0,0;?;-85,5;85,5;-90,0
80933824;0,00;-62,86;0,0;?;-81,8;81,8;-90,0
83894336;0,00;-64,99;0,0;?;-78,5;78,5;-90,0
86854848;0,00;-67,17;0,0;?;-75,3;75,3;-90,0
89815360;0,00;-69,34;0,0;?;-72,3;72,3;-90,0
92775872;0,00;-71,48;0,0;?;-69,5;69,5;-90,0
95736384;0,00;-73,59;0,0;?;-66,9;66,9;-90,0
98696896;0,00;-75,63;0,0;?;-64,4;64,4;-90,0
101657408;0,00;-77,62;0,0;?;-62,2;62,2;-90,0
104617920;0,00;-79,69;0,0;?;-59,9;59,9;-90,0
107578432;0,00;-81,69;0,0;?;-57,8;57,8;-90,0
110538944;0,00;-83,63;0,0;?;-55,9;55,9;-90,0
113499456;0,00;-85,75;0,0;?;-53,9;53,9;-90,0
116459968;0,00;-87,86;0,0;?;-51,9;51,9;-90,0
119420480;0,00;-89,87;0,0;?;-50,1;50,1;-90,0
122380992;0,00;-91,90;0,0;?;-48,4;48,4;-90,0
125341504;0,00;-94,02;0,0;?;-46,6;46,6;-90,0
128302016;0,00;-95,99;0,0;?;-45,0;45,0;-90,0
131262528;0,00;-98,05;0,0;?;-43,4;43,4;-90,0
134223040;0,00;-100,14;0,0;?;-41,9;41,9;-90,0
137183552;0,00;-102,34;0,0;?;-40,2;40,2;-90,0
140144064;0,00;-104,46;0,0;?;-38,7;38,7;-90,0
143104576;0,00;-106,63;0,0;?;-37,3;37,3;-90,0
146065088;0,00;-108,88;0,0;?;-35,7;35,7;-90,0
149025600;0,00;-111,03;0,0;?;-34,3;34,3;-90,0
151986112;0,00;-113,19;0,0;?;-33,0;33,0;-90,0
154946624;0,00;-115,39;0,0;?;-31,6;31,6;-90,0
157907136;-0,01;-117,63;0,0;386,69;-30,3;30,3;-89,9
160867648;-0,04;-119,94;0,2;433,22;-28,9;28,9;-89,7
163828160;-0,04;-122,14;0,2;396,61;-27,6;27,6;-89,7
166788672;-0,07;-124,39;0,3;250,75;-26,4;26,4;-89,4
169749184;-0,08;-126,68;0,3;229,30;-25,1;25,1;-89,4
172709696;-0,08;-129,09;0,3;210,35;-23,8;23,8;-89,3
175670208;-0,09;-131,17;0,3;203,36;-22,7;22,7;-89,3
178630720;-0,08;-133,49;0,3;207,10;-21,5;21,5;-89,2
181591232;-0,10;-135,82;0,3;169,34;-20,3;20,3;-89,0
184551744;-0,10;-138,08;0,3;179,53;-19,2;19,2;-89,0
187512256;-0,09;-140,30;0,3;193,79;-18,1;18,1;-89,1
190472768;-0,07;-142,60;0,2;253,45;-16,9;16,9;-89,3
193433280;-0,09;-144,81;0,3;187,48;-15,9;15,9;-88,9
196393792;-0,07;-147,00;0,2;237,48;-14,8;14,8;-89,1
199354304;-0,07;-149,20;0,2;253,21;-13,8;13,8;-89,1
202314816;-0,05;-151,29;0,2;336,94;-12,8;12,8;-89,3
205275328;-0,05;-153,64;0,2;337,55;-11,7;11,7;-89,2
208235840;-0,05;-155,74;0,2;324,83;-10,7;10,7;-89,1
211196352;-0,05;-157,85;0,2;338,69;-9,8;9,8;-89,1
214156864;-0,03;-159,87;0,1;527,62;-8,9;8,9;-89,4
217117376;-0,04;-162,08;0,1;483,04;-7,9;7,9;-89,2
220077888;-0,03;-164,19;0,1;666,44;-6,9;6,9;-89,4
223038400;-0,03;-166,27;0,1;666,23;-6,0;6,0;-89,3
225998912;-0,03;-168,45;0,1;686,68;-5,1;5,1;-89,2
228959424;-0,04;-170,54;0,1;457,40;-4,1;4,1;-88,5
231919936;-0,03;-172,67;0,1;579,52;-3,2;3,2;-88,5
234880448;-0,05;-174,66;0,1;339,20;-2,3;2,3;-86,4
237840960;-0,06;-176,82;0,2;296,89;-1,4;1,4;-83,1
240801472;-0,06;-178,98;0,2;289,00;-0,4;0,5;-68,8
243761984;-0,08;178,90;0,2;228,65;0,5;0,5;65,5
246722496;-0,08;176,80;0,2;207,08;1,4;1,4;80,2
249683008;-0,09;174,69;0,3;189,52;2,3;2,3;83,5
252643520;-0,09;172,47;0,3;184,13;3,3;3,3;85,3
255604032;-0,11;170,29;0,3;165,17;4,2;4,3;85,9
258564544;-0,12;168,19;0,3;147,89;5,2;5,2;86,2
261525056;-0,12;166,03;0,4;139,75;6,1;6,1;86,6
264485568;-0,12;163,83;0,3;147,54;7,1;7,1;87,2
267446080;-0,13;161,77;0,4;136,33;8,0;8,0;87,3
270406592;-0,13;159,56;0,4;137,24;9,0;9,0;87,6
273367104;-0,13;157,44;0,4;136,71;10,0;10,0;87,8
276327616;-0,13;155,30;0,4;131,35;10,9;11,0;87,9
279288128;-0,13;153,13;0,4;134,33;11,9;11,9;88,1
282248640;-0,13;150,93;0,4;138,86;13,0;13,0;88,3
285209152;-0,13;148,88;0,4;136,99;13,9;13,9;88,4
288169664;-0,11;146,72;0,4;153,16;14,9;14,9;88,6
291130176;-0,11;144,68;0,3;162,90;15,9;15,9;88,8
294090688;-0,10;142,62;0,3;179,05;16,9;16,9;88,9
297051200;-0,10;140,53;0,3;181,65;17,9;17,9;89,0
300011712;-0,10;138,47;0,3;180,15;19,0;19,0;89,0
302972224;-0,08;136,46;0,3;217,42;20,0;20,0;89,2
305932736;-0,08;134,41;0,3;231,25;21,0;21,0;89,3
308893248;-0,07;132,40;0,2;247,73;22,1;22,1;89,4
311853760;-0,07;130,43;0,2;252,50;23,1;23,1;89,4
314814272;-0,08;128,50;0,3;228,07;24,1;24,1;89,4
317774784;-0,09;126,44;0,3;200,65;25,2;25,2;89,3
320735296;-0,09;124,47;0,3;187,87;26,3;26,3;89,3
323695808;-0,10;122,49;0,4;176,02;27,4;27,4;89,2
326656320;-0,12;120,57;0,4;147,48;28,5;28,5;89,1
329616832;-0,13;118,59;0,5;135,00;29,7;29,7;89,0
332577344;-0,16;116,66;0,6;109,09;30,8;30,8;88,8
335537856;-0,16;114,61;0,7;105,34;32,1;32,1;88,8
338498368;-0,18;112,50;0,8;95,75;33,4;33,4;88,7
341458880;-0,20;110,37;0,9;86,57;34,8;34,8;88,6
344419392;-0,21;108,44;0,9;82,29;36,0;36,0;88,5
347379904;-0,23;106,30;1,1;74,21;37,5;37,5;88,4
350340416;-0,25;104,21;1,1;70,71;38,9;38,9;88,3
353300928;-0,28;102,03;1,3;62,68;40,5;40,5;88,1
356261440;-0,30;99,98;1,5;58,36;42,0;42,0;88,0
359221952;-0,31;97,91;1,6;55,47;43,5;43,5;87,9
362182464;-0,31;95,69;1,6;55,66;45,2;45,3;87,9
365142976;-0,33;93,50;1,8;53,21;47,0;47,0;87,8
368103488;-0,34;91,41;1,9;50,61;48,7;48,8;87,7
371064000;-0,35;89,10;2,0;49,60;50,7;50,8;87,7
374024512;-0,34;86,95;2,1;51,03;52,7;52,7;87,8
376985024;-0,35;84,65;2,2;49,49;54,9;54,9;87,7
379945536;-0,36;82,63;2,4;48,32;56,8;56,9;87,6
382906048;-0,35;80,32;2,4;49,24;59,2;59,2;87,6
385866560;-0,36;78,27;2,6;48,19;61,4;61,4;87,6
388827072;-0,33;76,01;2,5;52,38;63,9;64,0;87,7
391787584;-0,31;73,81;2,5;56,26;66,5;66,6;87,9
394748096;-0,29;71,58;2,5;59,00;69,3;69,3;88,0
397708608;-0,29;69,51;2,6;60,20;72,0;72,0;88,0
400669120;-0,27;67,34;2,5;65,42;75,0;75,0;88,1
403629632;-0,25;65,28;2,4;70,78;78,0;78,0;88,2
406590144;-0,23;63,19;2,4;75,81;81,2;81,3;88,3
409550656;-0,20;61,19;2,3;85,07;84,5;84,5;88,5
412511168;-0,20;59,00;2,4;85,91;88,3;88,4;88,4
415471680;-0,16;56,96;2,0;107,59;92,1;92,2;88,7
418432192;-0,15;54,90;2,0;116,84;96,2;96,2;88,8
421392704;-0,14;52,93;2,0;126,33;100,4;100,4;88,9
424353216;-0,10;50,88;1,5;177,87;105,1;105,1;89,2
427313728;-0,11;48,85;1,8;164,77;110,1;110,1;89,1
430274240;-0,10;46,81;1,9;170,37;115,5;115,5;89,1
433234752;-0,10;44,88;1,9;179,48;121,0;121,1;89,1
436195264;-0,09;42,85;1,9;198,03;127,4;127,4;89,1
439155776;-0,09;40,76;2,2;186,88;134,5;134,6;89,1
442116288;-0,09;38,79;2,3;196,04;142,0;142,0;89,1
445076800;-0,06;36,78;1,9;269,91;150,4;150,4;89,3
448037312;-0,09;34,79;2,8;199,12;159,6;159,6;89,0
450997824;-0,09;32,69;3,1;202,93;170,4;170,5;89,0
453958336;-0,09;30,63;3,6;200,65;182,5;182,5;88,9
456918848;-0,09;28,62;4,2;193,96;196,0;196,0;88,8
459879360;-0,10;26,49;5,4;175,12;212,3;212,3;88,5
462839872;-0,10;24,32;6,2;182,77;231,9;232,0;88,5
465800384;-0,09;22,21;7,2;186,73;254,5;254,6;88,4
468760896;-0,10;19,96;9,6;173,34;283,8;284,0;88,1
471721408;-0,11;17,88;13,3;155,38;317,3;317,5;87,6
474681920;-0,12;15,76;19,0;139,46;360,2;360,7;87,0
477642432;-0,12;13,63;24,6;144,11;417,0;417,8;86,6
480602944;-0,12;11,57;32,9;148,99;491,5;492,6;86,2
483563456;-0,13;9,21;58,8;130,59;614,9;617,7;84,5
486523968;-0,13;7,11;93,3;137,41;793,5;798,9;83,3
489484480;-0,12;4,87;192,9;139,46;1142,5;1158,6;80,4
492444992;-0,12;2,63;608,7;142,91;1994,1;2085,0;73,0
495405504;-0,11;0,45;5758,7;159,96;3590,8;6786,5;31,9
498366016;-0,10;-1,79;1002,9;182,41;-2852,9;3024,1;-70,6
501326528;-0,10;-3,95;247,1;165,58;-1408,0;1429,5;-80,0
504287040;-0,07;-6,03;70,3;255,69;-944,0;946,6;-85,7
507247552;-0,05;-8,35;24,7;382,33;-684,4;684,8;-87,9
510208064;-0,01;-10,67;4,3;350,13;-535,4;535,4;-89,5
513168576;0,00;-13,10;0,0;?;-435,5;435,5;-90,0
516129088;0,00;-15,39;0,0;?;-370,0;370,0;-90,0
519089600;0,00;-17,57;0,0;?;-323,6;323,6;-90,0
522050112;-0,00;-19,69;0,4;774,02;-288,0;288,1;-89,9
525010624;0,00;-21,80;0,0;?;-259,7;259,7;-90,0
527971136;0,00;-23,87;0,0;?;-236,6;236,6;-90,0
530931648;0,00;-26,19;0,0;?;-214,9;214,9;-90,0
533892160;0,00;-28,44;0,0;?;-197,3;197,3;-90,0
536852672;0,00;-30,60;0,0;?;-182,7;182,7;-90,0
539813184;0,00;-32,80;0,0;?;-169,9;169,9;-90,0
542773696;0,00;-34,93;0,0;?;-158,9;158,9;-90,0
545734208;0,00;-37,08;0,0;?;-149,1;149,1;-90,0
548694720;0,00;-39,45;0,0;?;-139,5;139,5;-90,0
551655232;0,00;-41,89;0,0;?;-130,6;130,6;-90,0
554615744;0,00;-44,09;0,0;?;-123,5;123,5;-90,0
557576256;-0,00;-46,19;0,1;582,15;-117,3;117,3;-90,0
560536768;-0,00;-48,60;0,0;520,27;-110,7;110,7;-90,0
563497280;0,00;-50,87;0,0;?;-105,1;105,1;-90,0
566457792;-0,00;-53,30;0,0;299,79;-99,6;99,6;-90,0
569418304;-0,01;-55,64;0,1;123,44;-94,8;94,8;-89,9
572378816;-0,00;-57,96;0,0;664,87;-90,3;90,3;-90,0
575339328;0,00;-60,38;0,0;?;-86,0;86,0;-90,0
578299840;-0,02;-62,72;0,3;712,71;-82,0;82,0;-89,8
581260352;-0,04;-65,24;0,4;467,95;-78,1;78,1;-89,7
584220864;-0,04;-67,63;0,4;408,77;-74,6;74,6;-89,7
587181376;-0,02;-69,99;0,2;840,61;-71,4;71,4;-89,9
590141888;-0,00;-72,38;0,0;948,46;-68,3;68,3;-90,0
593102400;-0,01;-74,71;0,1;328,61;-65,5;65,5;-89,9
596062912;0,00;-77,01;0,0;?;-62,9;62,9;-90,0
599023424;0,00;-79,39;0,0;?;-60,2;60,2;-90,0
601983936;0,00;-81,85;0,0;?;-57,7;57,7;-90,0
604944448;0,00;-84,12;0,0;?;-55,4;55,4;-90,0
607904960;0,00;-86,55;0,0;?;-53,1;53,1;-90,0
610865472;0,00;-88,83;0,0;?;-51,0;51,0;-90,0
613825984;0,00;-91,14;0,0;?;-49,0;49,0;-90,0
616786496;0,00;-93,58;0,0;?;-47,0;47,0;-90,0
619747008;0,00;-95,81;0,0;?;-45,2;45,2;-90,0
622707520;0,00;-98,11;0,0;?;-43,4;43,4;-90,0
625668032;0,00;-100,37;0,0;?;-41,7;41,7;-90,0
628628544;0,00;-102,60;0,0;?;-40,1;40,1;-90,0
631589056;0,00;-104,86;0,0;?;-38,5;38,5;-90,0
634549568;0,00;-107,02;0,0;?;-37,0;37,0;-90,0
637510080;0,00;-109,34;0,0;?;-35,4;35,4;-90,0
640470592;0,00;-111,50;0,0;?;-34,0;34,0;-90,0
643431104;0,00;-113,60;0,0;?;-32,7;32,7;-90,0
646391616;0,00;-115,69;0,0;?;-31,4;31,4;-90,0
649352128;0,00;-117,89;0,0;?;-30,1;30,1;-90,0
652312640;0,00;-120,07;0,0;?;-28,8;28,8;-90,0
655273152;0,00;-122,34;0,0;?;-27,5;27,5;-90,0
658233664;0,00;-124,49;0,0;?;-26,3;26,3;-90,0
661194176;0,00;-126,78;0,0;?;-25,0;25,0;-90,0
664154688;0,00;-128,88;0,0;?;-23,9;23,9;-90,0
667115200;0,00;-131,10;0,0;?;-22,7;22,7;-90,0
670075712;0,00;-133,29;0,0;?;-21,6;21,6;-90,0
673036224;0,00;-135,50;0,0;?;-20,5;20,5;-90,0
675996736;0,00;-137,78;0,0;?;-19,3;19,3;-90,0
678957248;0,00;-140,01;0,0;?;-18,2;18,2;-90,0
681917760;-0,02;-142,04;0,1;958,29;-17,2;17,2;-89,8
684878272;-0,04;-144,46;0,1;444,18;-16,0;16,0;-89,6
687838784;-0,06;-146,58;0,2;306,39;-15,0;15,0;-89,3
690799296;-0,08;-148,91;0,3;210,60;-13,9;13,9;-88,9
693759808;-0,11;-151,11;0,3;157,74;-12,9;12,9;-88,5
696720320;-0,12;-153,50;0,4;150,48;-11,8;11,8;-88,3
699680832;-0,12;-155,85;0,4;140,20;-10,7;10,7;-88,0
702641344;-0,14;-158,08;0,4;124,85;-9,7;9,7;-87,5
705601856;-0,16;-160,35;0,5;107,81;-8,7;8,7;-86,8
708562368;-0,19;-162,56;0,5;93,50;-7,7;7,7;-85,9
711522880;-0,20;-164,77;0,6;87,23;-6,7;6,7;-85,0
714483392;-0,23;-166,98;0,7;74,54;-5,7;5,7;-83,2
717443904;-0,24;-169,14;0,7;71,40;-4,8;4,8;-81,5
720404416;-0,25;-171,42;0,7;69,79;-3,7;3,8;-79,1
723364928;-0,26;-173,69;0,8;65,88;-2,8;2,9;-74,5
726325440;-0,26;-175,69;0,7;67,55;-1,9;2,0;-68,5
729285952;-0,29;-177,95;0,8;60,17;-0,9;1,2;-47,1
732246464;-0,30;179,98;0,9;58,04;0,0;0,9;0,5
735206976;-0,31;177,96;0,9;56,15;0,9;1,3;45,0
738167488;-0,33;175,82;1,0;52,18;1,8;2,1;62,3
741128000;-0,35;173,73;1,0;49,01;2,7;2,9;69,5
744088512;-0,38;171,72;1,1;45,96;3,6;3,8;73,2
747049024;-0,41;169,75;1,2;42,22;4,5;4,6;75,1
750009536;-0,44;167,70;1,3;39,20;5,4;5,5;76,5
752970048;-0,47;165,78;1,4;37,20;6,2;6,4;77,6
755930560;-0,49;163,79;1,4;35,40;7,1;7,3;78,5
758891072;-0,53;161,68;1,6;32,92;8,1;8,2;79,0
761851584;-0,56;159,82;1,7;31,06;8,9;9,0;79,4
764812096;-0,60;157,79;1,8;29,01;9,8;10,0;79,7
767772608;-0,63;155,84;1,9;27,48;10,7;10,9;79,9
770733120;-0,65;153,71;2,0;26,94;11,7;11,8;80,5
773693632;-0,67;151,85;2,1;25,87;12,5;12,7;80,7
776654144;-0,67;149,98;2,1;25,91;13,4;13,5;81,2
779614656;-0,71;147,96;2,2;24,39;14,3;14,5;81,2
782575168;-0,72;145,94;2,3;24,09;15,3;15,5;81,6
785535680;-0,72;143,98;2,3;24,24;16,2;16,4;82,0
788496192;-0,72;141,99;2,3;24,01;17,2;17,3;82,3
791456704;-0,74;140,16;2,4;23,64;18,1;18,2;82,5
794417216;-0,71;138,05;2,3;24,53;19,1;19,3;83,0
797377728;-0,70;136,10;2,4;24,70;20,1;20,3;83,3
800338240;-0,69;134,08;2,3;25,20;21,1;21,3;83,7
803298752;-0,65;132,18;2,2;26,62;22,1;22,2;84,2
806259264;-0,63;130,26;2,2;27,39;23,1;23,2;84,5
809219776;-0,62;128,22;2,2;27,98;24,2;24,3;84,8
812180288;-0,59;126,03;2,1;29,48;25,4;25,5;85,2
815140800;-0,57;124,16;2,1;30,47;26,5;26,5;85,5
818101312;-0,52;122,18;2,0;33,17;27,6;27,6;85,9
821061824;-0,50;120,18;1,9;34,76;28,7;28,8;86,2
824022336;-0,49;118,13;1,9;35,78;29,9;30,0;86,4
826982848;-0,45;116,23;1,8;38,77;31,1;31,1;86,7
829943360;-0,43;114,24;1,8;40,22;32,3;32,3;86,9
832903872;-0,42;112,35;1,7;41,64;33,5;33,5;87,0
835864384;-0,40;110,45;1,7;43,86;34,7;34,7;87,2
838824896;-0,38;108,69;1,7;45,43;35,8;35,9;87,3
841785408;-0,38;106,87;1,7;46,31;37,1;37,1;87,4
844745920;-0,36;104,91;1,6;48,31;38,4;38,4;87,5
847706432;-0,37;102,94;1,7;47,11;39,8;39,8;87,5
850666944;-0,38;100,94;1,9;45,35;41,2;41,3;87,4
853627456;-0,37;99,09;1,9;46,58;42,6;42,6;87,5
856587968;-0,39;97,23;2,0;44,46;44,0;44,1;87,4
859548480;-0,40;95,36;2,1;43,03;45,5;45,5;87,3
862508992;-0,41;93,43;2,2;42,58;47,0;47,1;87,3
865469504;-0,44;91,49;2,5;39,64;48,7;48,7;87,1
868430016;-0,46;89,47;2,7;37,73;50,4;50,5;87,0
871390528;-0,47;87,46;2,8;37,07;52,2;52,3;86,9
874351040;-0,50;85,54;3,1;34,90;54,0;54,0;86,7
877311552;-0,53;83,48;3,5;32,49;55,9;56,0;86,5
880272064;-0,57;81,53;3,8;30,60;57,8;58,0;86,2
883232576;-0,60;79,43;4,2;29,10;60,0;60,2;86,0
886193088;-0,63;77,35;4,6;27,78;62,3;62,4;85,8
889153600;-0,63;75,19;4,9;27,61;64,7;64,9;85,7
892114112;-0,67;73,07;5,4;25,93;67,2;67,4;85,4
895074624;-0,67;70,92;5,7;25,80;69,9;70,1;85,3
898035136;-0,69;68,73;6,2;25,13;72,8;73,0;85,1
900995648;-0,73;66,46;7,0;23,75;75,9;76,2;84,7
903956160;-0,74;64,47;7,5;23,41;78,8;79,1;84,6
906916672;-0,76;62,40;8,1;22,90;82,0;82,4;84,4
909877184;-0,79;60,32;8,9;22,14;85,4;85,8;84,1
912837696;-0,81;58,35;9,7;21,44;88,7;89,3;83,7
915798208;-0,82;56,25;10,5;21,33;92,6;93,2;83,6
918758720;-0,82;54,26;11,3;21,15;96,6;97,2;83,3
921719232;-0,80;52,54;11,6;21,74;100,2;100,9;83,4
924679744;-0,75;50,42;11,8;23,08;105,1;105,8;83,6
927640256;-0,71;48,23;12,1;24,59;110,6;111,3;83,8
930600768;-0,66;46,21;12,3;26,25;116,1;116,7;84,0
933561280;-0,64;44,12;12,9;27,22;122,2;122,9;84,0
936521792;-0,62;41,90;13,9;27,86;129,3;130,0;83,9
939482304;-0,58;39,87;14,2;29,97;136,6;137,3;84,0
942442816;-0,56;37,82;15,1;31,30;144,6;145,3;84,0
945403328;-0,52;35,63;15,8;33,46;154,1;154,9;84,1
948363840;-0,49;33,63;16,6;35,70;163,9;164,7;84,2
951324352;-0,46;31,42;18,0;37,46;176,1;177,0;84,1
954284864;-0,42;29,05;18,9;41,79;191,3;192,2;84,4
957245376;-0,40;26,99;20,9;43,48;206,4;207,4;84,2
960205888;-0,36;24,88;22,1;48,39;224,6;225,7;84,4
963166400;-0,37;22,80;27,0;46,92;245,1;246,6;83,7
966126912;-0,34;20,69;30,2;50,79;270,7;272,3;83,6
969087424;-0,36;18,44;39,8;48,11;303,0;305,6;82,5
972047936;-0,36;16,52;49,3;48,18;337,4;341,0;81,7
975008448;-0,31;14,34;56,6;55,53;389,3;393,4;81,7
977968960;-0,29;12,09;74,6;59,01;460,4;466,4;80,8
980929472;-0,30;9,89;111,0;58,30;555,8;566,8;78,7
983889984;-0,30;7,59;184,8;57,89;706,0;729,8;75,3
986850496;-0,28;5,46;320,3;61,58;938,8;992,0;71,2
989811008;-0,25;3,09;776,4;68,24;1429,8;1626,9;61,5
992771520;-0,23;0,78;3002,3;76,33;1563,2;3384,8;27,5
995732032;-0,27;-1,30;2100,9;65,01;-1553,8;2613,1;-36,5
998692544;-0,26;-3,59;621,8;66,56;-1296,5;1437,9;-64,4
1001653056;-0,25;-5,82;259,2;69,35;-910,7;946,8;-74,1
1004613568;-0,24;-8,18;130,6;72,49;-673,8;686,4;-79,0
1007574080;-0,23;-10,59;76,2;75,48;-528,5;534,0;-81,8
